date,open,close,high,low,volume
2020-01-02,10509.12,10638.82,10663.55,10479.77,392795173.0
2020-01-03,10666.66,10656.41,10689.59,10594.36,373603938.0
2020-01-06,10599.41,10698.27,10799.58,10577.78,438998251.0
2020-01-07,10725.18,10829.04,10829.04,10723.86,414499627.0
2020-01-08,10776.71,10706.87,10851.28,10681.02,462506909.0
2020-01-09,10807.04,10898.17,10899.48,10807.04,396591114.0
2020-01-10,10927.98,10879.84,10933.81,10833.52,355689713.0
2020-01-13,10894.0,11040.2,11040.2,10851.72,345273662.0
2020-01-14,11074.89,10988.77,11086.81,10983.42,377298121.0
2020-01-15,10978.28,10972.32,11001.81,10882.79,331233272.0
2020-01-16,10986.65,10967.44,11008.21,10934.72,317968373.0
2020-01-17,11001.68,10954.39,11045.25,10927.84,304820102.0
2020-01-20,10981.5,11115.88,11115.88,10936.8,330625512.0
2020-01-21,11077.66,10953.41,11078.04,10948.58,338540804.0
2020-01-22,10896.55,11072.06,11105.69,10761.68,352090081.0
2020-01-23,10947.86,10681.9,11026.0,10572.26,402894259.0
2020-02-03,9706.58,9779.67,9934.35,9706.58,195449921.0
2020-02-04,9578.87,10089.67,10095.69,9578.87,511560080.0
2020-02-05,10159.55,10305.5,10445.09,10148.24,454671825.0
2020-02-06,10306.12,10601.34,10633.17,10214.81,481109434.0
2020-02-07,10569.65,10611.55,10629.15,10441.9,489619557.0
2020-02-10,10577.56,10728.46,10730.05,10551.54,470890837.0
2020-02-11,10749.97,10768.63,10839.19,10678.11,417815190.0
2020-02-12,10735.05,10940.79,10944.63,10724.08,420141761.0
2020-02-13,10936.5,10864.32,10988.23,10820.92,455290399.0
2020-02-14,10854.46,10916.31,11017.65,10822.13,417093369.0
2020-02-17,10974.93,11241.5,11241.5,10974.93,481114964.0
2020-02-18,11244.76,11306.49,11306.49,11143.39,528090836.0
2020-02-19,11300.16,11235.6,11387.99,11229.55,537762852.0
2020-02-20,11278.87,11509.09,11519.07,11248.9,551710619.0
2020-02-21,11506.67,11629.7,11727.89,11493.63,600391734.0
2020-02-24,11620.63,11772.38,11809.75,11548.41,620546346.0
2020-02-25,11537.55,11856.08,11869.41,11350.28,730505831.0
2020-02-26,11677.63,11497.55,11770.51,11453.69,686513098.0
2020-02-27,11555.82,11534.02,11684.5,11401.32,551694823.0
2020-02-28,11150.66,10980.77,11338.35,10962.24,610890436.0
2020-03-02,11115.46,11381.76,11457.42,11053.29,532405548.0
2020-03-03,11597.66,11484.21,11734.18,11378.76,601666152.0
2020-03-04,11411.6,11493.02,11501.8,11273.26,513348245.0
2020-03-05,11644.41,11711.37,11739.84,11521.29,593054204.0
2020-03-06,11555.46,11582.82,11690.2,11541.78,538856740.0
2020-03-09,11363.79,11108.55,11407.47,11100.91,584734799.0
2020-03-10,11016.92,11403.47,11406.3,10916.95,581355154.0
2020-03-11,11436.44,11200.05,11444.78,11197.09,529580220.0
2020-03-12,11022.4,10941.01,11070.41,10842.38,465707947.0
2020-03-13,10382.22,10831.12,10956.51,10380.17,529004538.0
2020-03-16,10867.66,10253.28,10867.66,10217.93,520482615.0
2020-03-17,10337.92,10202.75,10449.33,9885.86,449164288.0
2020-03-18,10294.96,10029.57,10479.78,10029.57,452580806.0
2020-03-19,10023.12,10019.86,10101.8,9719.49,432237748.0
2020-03-20,10150.78,10150.12,10174.51,9964.29,380046974.0
2020-03-23,9828.9,9691.53,9929.96,9659.35,388114615.0
2020-03-24,9900.22,9921.68,9945.92,9634.97,398359284.0
2020-03-25,10171.46,10241.08,10255.58,10111.36,416839382.0
2020-03-26,10161.94,10155.36,10281.57,10112.62,372992275.0
2020-03-27,10300.62,10109.91,10310.53,10105.72,345009875.0
2020-03-30,9953.04,9904.95,9985.38,9791.02,356631369.0
2020-03-31,10008.03,9962.3,10047.98,9925.68,315348323.0
2020-04-01,9967.12,9951.84,10127.1,9927.92,333079526.0
2020-04-02,9910.38,10179.2,10179.2,9896.65,328200762.0
2020-04-03,10155.56,10110.11,10212.91,10069.64,320031271.0
2020-04-07,10312.71,10428.91,10441.74,10296.72,401858318.0
2020-04-08,10372.76,10386.54,10426.4,10344.44,396877235.0
2020-04-09,10453.86,10463.05,10485.3,10401.17,377418832.0
2020-04-10,10459.7,10298.41,10509.0,10265.88,394773437.0
2020-04-13,10225.53,10223.16,10295.17,10173.12,298034338.0
2020-04-14,10300.96,10475.71,10475.71,10276.37,329838758.0
2020-04-15,10468.46,10417.37,10528.74,10404.51,379199307.0
2020-04-16,10361.77,10470.79,10489.13,10346.11,348703809.0
2020-04-17,10562.9,10527.99,10624.54,10507.8,401492380.0
2020-04-20,10553.55,10621.5,10621.5,10523.59,340156237.0
2020-04-21,10577.72,10506.86,10577.72,10394.44,359333292.0
2020-04-22,10424.45,10617.19,10617.19,10409.85,344848571.0
2020-04-23,10657.4,10564.05,10667.01,10557.94,382809729.0
2020-04-24,10565.09,10423.46,10577.03,10388.66,372911396.0
2020-04-27,10449.13,10452.17,10531.39,10367.29,320369787.0
2020-04-28,10477.76,10501.15,10547.75,10194.15,384691530.0
2020-04-29,10461.0,10514.17,10586.57,10449.37,290231989.0
2020-04-30,10575.52,10721.78,10751.75,10575.52,348102531.0
2020-05-06,10618.17,10883.22,10884.34,10613.89,350163179.0
2020-05-07,10899.92,10863.29,10926.83,10832.09,345878890.0
2020-05-08,10923.61,11001.58,11054.31,10904.88,354347891.0
2020-05-11,11053.82,10969.28,11096.28,10902.6,349327540.0
2020-05-12,10972.05,11015.56,11018.93,10871.61,309285832.0
2020-05-13,10978.31,11074.59,11096.62,10954.69,298836840.0
2020-05-14,11026.71,10962.15,11047.38,10955.54,325040791.0
2020-05-15,11013.16,10964.89,11039.68,10919.54,317144620.0
2020-05-18,10969.08,10921.15,11017.5,10858.46,362078883.0
2020-05-19,11023.43,11052.85,11052.85,10978.72,310113850.0
2020-05-20,11056.98,10948.48,11056.98,10914.75,345397378.0
2020-05-21,10999.07,10845.4,11007.14,10818.79,321249943.0
2020-05-22,10832.91,10604.97,10832.91,10559.3,299718973.0
2020-05-25,10602.47,10592.84,10629.61,10532.86,241587532.0
2020-05-26,10655.98,10815.43,10816.71,10647.25,270864207.0
2020-05-27,10823.24,10682.7,10823.24,10657.81,293429898.0
2020-05-28,10680.87,10653.49,10727.99,10505.79,297057868.0
2020-05-29,10615.14,10746.08,10764.87,10588.74,294922963.0
2020-06-01,10837.49,11102.15,11123.2,10837.49,390282215.0
2020-06-02,11133.62,11112.5,11146.85,11059.18,419510303.0
2020-06-03,11154.64,11108.36,11204.52,11100.69,418994914.0
2020-06-04,11146.29,11139.26,11165.14,11080.51,358812109.0
2020-06-05,11153.27,11180.6,11180.6,11087.25,342494966.0
2020-06-08,11266.93,11215.76,11340.03,11195.85,357209054.0
2020-06-09,11238.44,11284.24,11303.54,11195.0,329979840.0
2020-06-10,11296.13,11335.86,11338.24,11249.43,319350340.0
2020-06-11,11328.1,11243.62,11405.01,11180.75,356854713.0
2020-06-12,11017.15,11251.71,11306.14,11003.32,354659284.0
2020-06-15,11241.26,11192.27,11353.16,11192.27,389226931.0
2020-06-16,11312.81,11398.97,11398.97,11293.9,358969343.0
2020-06-17,11421.03,11420.84,11421.03,11330.37,382760432.0
2020-06-18,11416.08,11494.55,11503.38,11397.57,379111989.0
2020-06-19,11505.69,11668.13,11694.89,11500.53,359285018.0
2020-06-22,11680.41,11702.44,11756.86,11658.81,375418585.0
2020-06-23,11711.28,11794.01,11796.41,11651.83,347381202.0
2020-06-24,11813.36,11813.53,11854.99,11760.47,318732823.0
2020-06-29,11780.65,11752.36,11814.64,11695.45,325204254.0
