date,advancers,unchanged,decliners,quoted_total,emotion,source
2020-01-02,3379,91,276,3746,90.2028830752803,HuggingFace:cedwyh/jinjing-shared-data
2020-01-03,2029,273,1445,3747,54.14998665599146,HuggingFace:cedwyh/jinjing-shared-data
2020-01-06,2045,235,1466,3746,54.591564335290975,HuggingFace:cedwyh/jinjing-shared-data
2020-01-07,2984,108,656,3748,79.61579509071505,HuggingFace:cedwyh/jinjing-shared-data
2020-01-08,718,55,2974,3747,19.161996263677608,HuggingFace:cedwyh/jinjing-shared-data
2020-01-09,3207,95,444,3746,85.61131873998931,HuggingFace:cedwyh/jinjing-shared-data
2020-01-10,1271,162,2312,3745,33.938584779706275,HuggingFace:cedwyh/jinjing-shared-data
2020-01-13,2631,241,872,3744,70.2724358974359,HuggingFace:cedwyh/jinjing-shared-data
2020-01-14,1494,232,2021,3747,39.871897518014414,HuggingFace:cedwyh/jinjing-shared-data
2020-01-15,1105,114,2528,3747,29.49025887376568,HuggingFace:cedwyh/jinjing-shared-data
2020-01-16,1064,145,2539,3748,28.38847385272145,HuggingFace:cedwyh/jinjing-shared-data
