date,advancers,unchanged,decliners,quoted_total,emotion,limit_up,limit_down,last_update_time,source
2025-12-05,4387,76,975,5438,80.67304155939684,80,12,2025-12-05 15:00:16,同花顺涨跌分布
2025-12-08,3409,166,1865,5440,62.665441176470594,78,8,2025-12-08 15:00:17,同花顺涨跌分布
2025-12-09,1308,75,4058,5441,24.039698584818968,54,12,2025-12-09 15:00:17,同花顺涨跌分布
2025-12-10,2435,159,2844,5438,44.77749172489886,60,11,2025-12-10 15:00:32,同花顺涨跌分布
2025-12-11,1032,32,4378,5442,18.96361631753032,38,29,2025-12-11 15:00:16,同花顺涨跌分布
2025-12-12,2683,149,2612,5444,49.28361498897869,83,26,2025-12-12 15:00:16,同花顺涨跌分布
2025-12-15,2314,161,2968,5443,42.51331986037112,65,24,2025-12-15 15:32:16,同花顺涨跌分布
2025-12-16,1091,52,4302,5445,20.03673094582185,46,36,2025-12-16 15:00:17,同花顺涨跌分布
2025-12-17,3626,185,1635,5446,66.58097686375322,57,25,2025-12-17 15:00:17,同花顺涨跌分布
2025-12-18,2845,188,2416,5449,52.211414938520825,73,8,2025-12-18 15:00:16,同花顺涨跌分布
2025-12-19,4477,66,905,5448,82.17694566813509,82,6,2025-12-19 15:00:16,同花顺涨跌分布
2025-12-22,2984,195,2265,5444,54.812637766348274,105,8,2025-12-22 15:29:01,同花顺涨跌分布
2025-12-23,1512,81,3856,5449,27.748210680858875,68,15,2025-12-23 15:06:46,同花顺涨跌分布
2025-12-24,4128,186,1137,5451,75.72922399559714,86,6,2025-12-24 15:00:16,同花顺涨跌分布
2025-12-25,3773,208,1473,5454,69.17858452511918,93,2,2025-12-25 15:00:18,同花顺涨跌分布
2025-12-26,1866,174,3413,5453,34.21969558041445,92,3,2025-12-26 15:00:18,同花顺涨跌分布
2025-12-29,1995,128,3332,5455,36.57195233730523,87,25,2025-12-29 15:30:31,同花顺涨跌分布
2025-12-30,1840,137,3480,5457,33.71816016126077,66,19,2025-12-30 15:00:18,同花顺涨跌分布
2025-12-31,2474,208,2776,5458,45.32795895932576,63,12,2025-12-31 15:00:17,同花顺涨跌分布
2026-01-05,4185,104,1168,5457,76.69048927982408,127,12,2026-01-05 15:13:16,同花顺涨跌分布
2026-01-06,4108,129,1222,5459,75.25187763326616,143,2,2026-01-06 15:30:46,同花顺涨跌分布
2026-01-07,2173,97,3190,5460,39.7985347985348,97,7,2026-01-07 15:00:16,同花顺涨跌分布
2026-01-08,3731,133,1595,5459,68.3458508884411,111,6,2026-01-08 15:30:01,同花顺涨跌分布
2026-01-09,3920,190,1349,5459,71.80802344751787,109,1,2026-01-09 15:32:01,同花顺涨跌分布
2026-01-12,4144,133,1182,5459,75.91133907309032,201,9,2026-01-12 15:31:46,同花顺涨跌分布
2026-01-13,1622,101,3729,5452,29.7505502567865,75,56,2026-01-13 15:33:16,同花顺涨跌分布
2026-01-14,2747,115,2592,5454,50.36670333700036,110,19,2026-01-14 15:07:31,同花顺涨跌分布
2026-01-15,2230,106,3121,5457,40.86494410848452,63,71,2026-01-15 15:30:32,同花顺涨跌分布
2026-01-16,2371,116,2973,5460,43.42490842490842,67,57,2026-01-16 15:31:46,同花顺涨跌分布
2026-01-19,3527,107,1827,5461,64.58524079838858,103,30,2026-01-19 15:00:19,同花顺涨跌分布
2026-01-20,2233,132,3102,5467,40.845070422535215,62,23,2026-01-20 15:00:16,同花顺涨跌分布
2026-01-21,3096,172,2197,5465,56.65141811527905,88,11,2026-01-21 15:00:16,同花顺涨跌分布
2026-01-22,3577,112,1777,5466,65.44090742773508,92,5,2026-01-22 15:00:17,同花顺涨跌分布
2026-01-23,3941,136,1390,5467,72.08706786171575,121,2,2026-01-23 15:00:16,同花顺涨跌分布
2026-01-26,1604,88,3771,5463,29.361156873512723,77,40,2026-01-26 15:40:16,同花顺涨跌分布
2026-01-27,1928,81,3454,5463,35.291964122277136,59,12,2026-01-27 15:00:17,同花顺涨跌分布
2026-01-28,1739,85,3640,5464,31.82650073206442,84,28,2026-01-28 15:00:17,同花顺涨跌分布
2026-01-29,1803,96,3566,5465,32.99176578225069,86,35,2026-01-29 15:32:01,同花顺涨跌分布
2026-01-30,2453,113,2896,5462,44.910289271329184,57,60,2026-01-30 15:00:16,同花顺涨跌分布
2026-02-02,771,41,4652,5464,14.110541727672036,44,123,2026-02-02 15:00:17,同花顺涨跌分布
2026-02-03,4856,77,532,5465,88.85635864592864,83,22,2026-02-03 15:00:17,同花顺涨跌分布
2026-02-04,3254,84,2130,5468,59.509875640087785,77,14,2026-02-04 15:00:16,同花顺涨跌分布
2026-02-05,1618,130,3719,5467,29.595756356319736,56,23,2026-02-05 15:00:17,同花顺涨跌分布
2026-02-06,2749,167,2550,5466,50.29271862422247,61,10,2026-02-06 15:00:17,同花顺涨跌分布
2026-02-09,4612,94,759,5465,84.39158279963404,96,8,2026-02-09 15:23:31,同花顺涨跌分布
2026-02-10,2195,147,3128,5470,40.12797074954296,71,10,2026-02-10 15:00:16,同花顺涨跌分布
2026-02-11,2050,179,3241,5470,37.47714808043875,60,10,2026-02-11 15:00:16,同花顺涨跌分布
2026-02-12,2108,88,3280,5476,38.495252008765526,69,22,2026-02-12 15:08:46,同花顺涨跌分布
2026-02-13,1540,105,3829,5474,28.13299232736573,46,16,2026-02-13 15:00:17,同花顺涨跌分布
2026-02-24,4006,76,1392,5474,73.1823164048228,109,21,2026-02-24 15:00:16,同花顺涨跌分布
2026-02-25,3748,114,1609,5471,68.50667154085176,101,4,2026-02-25 15:00:16,同花顺涨跌分布
2026-02-26,2485,116,2870,5471,45.42131237433741,78,5,2026-02-26 15:32:46,同花顺涨跌分布
2026-02-27,3271,132,2068,5471,59.7879729482727,91,1,2026-02-27 15:00:16,同花顺涨跌分布
2026-03-02,1142,46,4282,5470,20.87751371115174,94,21,2026-03-02 15:00:17,同花顺涨跌分布
2026-03-03,643,22,4807,5472,11.750730994152049,85,82,2026-03-03 15:28:01,同花顺涨跌分布
2026-03-04,1745,89,3640,5474,31.87796857873584,46,21,2026-03-04 15:00:16,同花顺涨跌分布
2026-03-05,4079,91,1306,5476,74.48867786705624,79,7,2026-03-05 15:29:46,同花顺涨跌分布
2026-03-06,4260,63,1154,5477,77.77980646339236,88,5,2026-03-06 15:00:17,同花顺涨跌分布
2026-03-09,1423,94,3964,5481,25.96241561758803,50,9,2026-03-09 15:00:17,同花顺涨跌分布
2026-03-10,4536,93,850,5479,82.78883007848148,71,7,2026-03-10 15:00:16,同花顺涨跌分布
2026-03-11,2060,138,3284,5482,37.57752645020066,67,2,2026-03-11 15:00:16,同花顺涨跌分布
2026-03-12,1494,95,3893,5482,27.25282743524261,64,6,2026-03-12 15:07:16,同花顺涨跌分布
2026-03-13,1502,151,3828,5481,27.4037584382412,68,22,2026-03-13 15:00:16,同花顺涨跌分布
2026-03-16,2843,143,2494,5480,51.87956204379562,60,10,2026-03-16 15:32:46,同花顺涨跌分布
2026-03-17,867,70,4541,5478,15.826944140197153,52,15,2026-03-17 15:30:16,同花顺涨跌分布
2026-03-18,3554,94,1831,5479,64.8658514327432,70,14,2026-03-18 15:00:16,同花顺涨跌分布
2026-03-19,505,19,4955,5479,9.217010403358277,36,14,2026-03-19 15:00:16,同花顺涨跌分布
2026-03-20,662,33,4786,5481,12.078087940156909,39,23,2026-03-20 15:00:17,同花顺涨跌分布
2026-03-23,305,6,5172,5483,5.562648185300018,38,133,2026-03-23 15:33:31,同花顺涨跌分布
2026-03-24,5136,16,329,5481,93.70552818828682,100,8,2026-03-24 15:00:16,同花顺涨跌分布
2026-03-25,4874,48,560,5482,88.90915724188253,105,4,2026-03-25 15:00:17,同花顺涨跌分布
2026-03-26,916,72,4493,5481,16.7122787812443,51,13,2026-03-26 15:00:16,同花顺涨跌分布
2026-03-27,4337,68,1073,5478,79.17123037604965,93,5,2026-03-27 15:00:17,同花顺涨跌分布
2026-03-30,2867,145,2464,5476,52.35573411249087,76,16,2026-03-30 15:00:16,同花顺涨跌分布
2026-03-31,1011,93,4378,5482,18.44217438890916,59,17,2026-03-31 15:00:16,同花顺涨跌分布
2026-04-01,4495,103,887,5485,81.95077484047401,65,14,2026-04-01 15:32:01,同花顺涨跌分布
2026-04-02,1052,55,4378,5485,19.179580674567003,32,16,2026-04-02 15:00:17,同花顺涨跌分布
2026-04-03,716,24,4746,5486,13.051403572730589,38,41,2026-04-03 15:00:16,同花顺涨跌分布
2026-04-07,3977,81,1426,5484,72.5200583515682,101,18,2026-04-07 15:00:16,同花顺涨跌分布
2026-04-08,5174,15,301,5490,94.2440801457195,135,12,2026-04-08 15:00:16,同花顺涨跌分布
2026-04-09,1140,52,4299,5491,20.761245674740483,61,13,2026-04-09 15:00:17,同花顺涨跌分布
2026-04-10,3977,121,1397,5495,72.37488626023658,77,12,2026-04-10 15:33:31,同花顺涨跌分布
2026-04-13,2378,156,2960,5494,43.28358208955223,86,10,2026-04-13 15:00:16,同花顺涨跌分布
2026-04-14,3723,179,1594,5496,67.74017467248909,71,10,2026-04-14 15:00:17,同花顺涨跌分布
2026-04-15,1841,112,3541,5494,33.50928285402257,68,14,2026-04-15 15:00:16,同花顺涨跌分布
2026-04-16,4293,133,1072,5498,78.0829392506366,88,9,2026-04-16 15:00:17,同花顺涨跌分布
2026-04-17,2396,115,2986,5497,43.58741131526287,76,7,2026-04-17 15:32:16,同花顺涨跌分布
2026-04-20,3424,171,1898,5493,62.33387948297834,90,17,2026-04-20 15:00:16,同花顺涨跌分布
2026-04-21,1949,118,3431,5498,35.44925427428156,65,19,2026-04-21 15:00:17,同花顺涨跌分布
2026-04-22,2920,144,2433,5497,53.11988357285792,63,15,2026-04-22 15:30:16,同花顺涨跌分布
2026-04-23,1330,86,4078,5494,24.208227156898435,58,30,2026-04-23 15:08:31,同花顺涨跌分布
2026-04-24,2035,109,3352,5496,37.02692867540029,68,37,2026-04-24 15:00:17,同花顺涨跌分布
2026-04-27,3284,106,2105,5495,59.763421292083706,84,52,2026-04-27 15:00:16,同花顺涨跌分布
2026-04-28,1698,108,3682,5488,30.94023323615161,76,54,2026-04-28 15:27:31,同花顺涨跌分布
2026-04-29,3973,86,1403,5462,72.73892347125594,119,39,2026-04-29 15:32:01,同花顺涨跌分布
2026-04-30,2878,121,2461,5460,52.71062271062272,98,52,2026-04-30 15:32:31,同花顺涨跌分布
2026-05-06,3889,120,1481,5490,70.83788706739527,125,63,2026-05-06 15:16:16,同花顺涨跌分布
2026-05-07,3520,141,1832,5493,64.08155834698708,127,54,2026-05-07 15:18:01,同花顺涨跌分布
2026-05-08,3637,126,1728,5491,66.23565835002732,126,33,2026-05-08 15:00:16,同花顺涨跌分布
2026-05-11,3121,131,2239,5491,56.8384629393553,135,27,2026-05-11 15:00:16,同花顺涨跌分布
2026-05-12,1378,64,4048,5490,25.10018214936248,94,32,2026-05-12 15:24:31,同花顺涨跌分布
2026-05-13,3215,144,2134,5493,58.52903695612598,147,17,2026-05-13 15:33:01,同花顺涨跌分布
2026-05-14,1047,59,4387,5493,19.060622610595303,80,44,2026-05-14 15:30:47,同花顺涨跌分布
2026-05-15,1816,95,3584,5495,33.04822565969063,72,44,2026-05-15 15:00:17,同花顺涨跌分布
2026-05-18,2373,123,3003,5499,43.15330060010911,102,53,2026-05-18 15:00:16,同花顺涨跌分布
2026-05-19,3608,112,1774,5494,65.67164179104478,122,26,2026-05-19 15:20:01,同花顺涨跌分布
2026-05-20,1638,57,3803,5498,29.79265187340851,69,38,2026-05-20 15:00:16,同花顺涨跌分布
2026-05-21,695,33,4773,5501,12.634066533357572,36,65,2026-05-21 15:00:16,同花顺涨跌分布
2026-05-22,3869,126,1509,5504,70.29433139534885,136,18,2026-05-22 15:00:16,同花顺涨跌分布
2026-05-25,2180,99,3225,5504,39.60755813953488,128,24,2026-05-25 15:00:16,同花顺涨跌分布
2026-05-26,1354,68,4082,5504,24.600290697674417,64,34,2026-05-26 15:00:17,同花顺涨跌分布
2026-05-27,974,43,4489,5506,17.689792953142028,61,32,2026-05-27 15:00:16,同花顺涨跌分布
2026-05-28,3018,123,2365,5506,54.812931347620776,126,12,2026-05-28 15:00:18,同花顺涨跌分布
2026-05-29,1542,80,3884,5506,28.00581184162732,67,59,2026-05-29 15:12:16,同花顺涨跌分布
2026-06-01,3776,50,1682,5508,68.55482933914307,166,23,2026-06-01 15:00:17,同花顺涨跌分布
2026-06-02,1543,88,3876,5507,28.018885055384057,96,18,2026-06-02 15:06:19,同花顺涨跌分布
2026-06-03,1713,71,3727,5511,31.08328796951552,81,27,2026-06-03 15:00:16,同花顺涨跌分布
2026-06-04,1344,46,4121,5511,24.387588459444743,91,32,2026-06-04 15:33:47,同花顺涨跌分布
2026-06-05,3277,124,2113,5514,59.43054044250997,84,17,2026-06-05 15:00:17,同花顺涨跌分布
2026-06-08,899,25,4591,5515,16.300997280145058,64,51,2026-06-08 15:05:31,同花顺涨跌分布
2026-06-09,3322,144,2049,5515,60.235720761559385,142,16,2026-06-09 15:00:16,同花顺涨跌分布
2026-06-10,1556,74,3882,5512,28.22931785195936,75,65,2026-06-10 15:00:16,同花顺涨跌分布
2026-06-11,1370,72,4069,5511,24.859372164761385,78,50,2026-06-11 15:30:31,同花顺涨跌分布
2026-06-12,3923,74,1515,5512,71.17198838896952,100,23,2026-06-12 15:00:16,同花顺涨跌分布
2026-06-15,3906,127,1475,5508,70.91503267973856,160,10,2026-06-15 15:32:01,同花顺涨跌分布
2026-06-16,2729,107,2677,5513,49.50117903138037,138,11,2026-06-16 15:05:46,同花顺涨跌分布
2026-06-17,1723,52,3734,5509,31.276093664911965,96,18,2026-06-17 15:32:16,同花顺涨跌分布
2026-06-18,2023,89,3395,5507,36.73506446341021,101,34,2026-06-18 15:32:31,同花顺涨跌分布
2026-06-22,2916,126,2468,5510,52.92196007259528,151,30,2026-06-22 15:00:16,同花顺涨跌分布
2026-06-23,2764,105,2644,5513,50.136042082350805,124,50,2026-06-23 15:00:16,同花顺涨跌分布
2026-06-24,1434,44,4034,5512,26.01596516690856,106,58,2026-06-24 15:00:16,同花顺涨跌分布
2026-06-25,1231,52,4228,5511,22.33714389403012,92,79,2026-06-25 15:00:17,同花顺涨跌分布
2026-06-26,790,47,4676,5513,14.329766007618357,73,44,2026-06-26 15:00:16,同花顺涨跌分布
2026-06-29,2469,108,2933,5510,44.80943738656988,124,69,2026-06-29 15:33:01,同花顺涨跌分布
2026-06-30,3054,90,2364,5508,55.44662309368192,170,20,2026-06-30 15:33:46,同花顺涨跌分布
2026-07-01,4329,37,1145,5511,78.55198693522047,221,11,2026-07-01 15:32:16,同花顺涨跌分布
2026-07-02,2219,136,3162,5517,40.221134674642016,156,41,2026-07-02 15:30:31,同花顺涨跌分布
2026-07-03,3804,84,1628,5516,68.96301667875272,160,24,2026-07-03 15:33:01,同花顺涨跌分布
2026-07-06,1876,100,3541,5517,34.00398767446076,71,51,2026-07-06 15:33:31,同花顺涨跌分布
2026-07-07,693,28,4796,5517,12.561174551386625,34,45,2026-07-07 15:32:31,同花顺涨跌分布
2026-07-08,1593,135,3790,5518,28.86915549111997,56,44,2026-07-08 15:33:16,同花顺涨跌分布
2026-07-09,2486,146,2888,5520,45.03623188405797,75,14,2026-07-09 15:33:31,同花顺涨跌分布
2026-07-10,3772,71,1678,5521,68.3209563484876,94,5,2026-07-10 15:33:01,同花顺涨跌分布
2026-07-13,801,40,4683,5524,14.500362056480812,32,176,2026-07-13 15:33:02,同花顺涨跌分布
2026-07-14,4211,66,1247,5524,76.23099203475743,87,25,2026-07-14 15:32:25,同花顺涨跌分布
2026-07-15,3351,76,2098,5525,60.651583710407245,74,33,2026-07-15 15:34:01,同花顺涨跌分布
2026-07-16,2499,164,2861,5524,45.23895727733526,48,38,2026-07-16 15:32:31,同花顺涨跌分布
2026-07-17,482,39,5001,5522,8.728721477725463,35,198,2026-07-17 16:59:46,同花顺涨跌分布
2026-07-20,1740,74,3710,5524,31.49891383055757,52,182,2026-07-20 15:20:01,同花顺涨跌分布
2026-07-21,3107,117,2301,5525,56.23529411764706,120,23,2026-07-21 15:20:01,同花顺涨跌分布
2026-07-22,1530,121,3875,5526,27.68729641693811,48,8,2026-07-22 15:20:01,同花顺涨跌分布
2026-07-23,4260,58,1208,5526,77.0901194353963,128,2,2026-07-23 15:20:01,同花顺涨跌分布
2026-07-24,555,31,4940,5526,10.04343105320304,43,25,2026-07-24 15:20:01,同花顺涨跌分布
2026-07-27,5195,42,286,5523,94.06119862393626,121,6,2026-07-27 15:33:16,同花顺涨跌分布
2026-07-28,2603,152,2769,5524,47.1216509775525,68,50,2026-07-28 15:33:40,同花顺涨跌分布
2026-07-29,4253,56,1215,5524,76.99131064446053,86,9,2026-07-29 15:32:46,同花顺涨跌分布
2026-07-30,1768,125,3635,5528,31.982633863965265,56,76,2026-07-30 15:33:16,同花顺涨跌分布
2026-07-31,4691,109,728,5528,84.8589001447178,101,0,2026-07-31 15:32:16,同花顺涨跌分布
2026-08-03,4005,58,1466,5529,72.43624525230602,83,9,2026-08-03 15:49:16,同花顺涨跌分布
2026-08-04,3642,140,1747,5529,65.87086272381985,140,1,2026-08-04 15:53:46,同花顺涨跌分布
2026-08-05,3725,186,1621,5532,67.3355025307303,104,1,2026-08-05 16:59:46,同花顺涨跌分布
2026-08-06,2789,154,2590,5533,50.40665100307248,83,1,2026-08-06 15:45:46,同花顺涨跌分布
2026-08-07,2856,143,2536,5535,51.59891598915989,74,4,2026-08-07 15:45:01,同花顺涨跌分布
2026-08-10,4068,79,1391,5538,73.45612134344529,103,5,2026-08-10 16:59:46,同花顺涨跌分布
2026-08-11,1615,147,3777,5539,29.156887524823976,60,2,2026-08-11 16:59:46,同花顺涨跌分布
2026-08-12,4128,131,1280,5539,74.52608774146958,96,0,2026-08-12 16:09:31,同花顺涨跌分布
2026-08-13,1142,81,4317,5540,20.613718411552345,62,4,2026-08-13 15:31:01,同花顺涨跌分布
2026-08-14,2400,170,2970,5540,43.32129963898917,64,10,2026-08-14 16:59:46,同花顺涨跌分布
2026-08-17,4335,140,1064,5539,78.26322440873804,110,1,2026-08-17 15:00:16,同花顺涨跌分布
2026-08-18,2121,127,3292,5540,38.28519855595668,80,5,2026-08-18 15:32:46,同花顺涨跌分布
2026-08-19,449,23,5069,5541,8.103230463815196,37,119,2026-08-19 15:33:01,同花顺涨跌分布
2026-08-20,4096,98,1347,5541,73.92167478794441,83,13,2026-08-20 15:32:03,同花顺涨跌分布
2026-08-21,2505,176,2862,5543,45.19213422334476,57,14,2026-08-21 15:31:01,同花顺涨跌分布
2026-08-24,1460,120,3965,5545,26.330027051397654,48,11,2026-08-24 15:32:31,同花顺涨跌分布
