date,advancers,unchanged,decliners,quoted_total,emotion,limit_up,limit_down,last_update_time,source
2024-11-13,2586,156,2610,5352,48.318385650224215,89,25,2024-11-13 15:00:16,同花顺涨跌分布
2024-11-14,487,17,4849,5353,9.097702223052494,58,26,2024-11-14 15:00:16,同花顺涨跌分布
2024-11-15,929,59,4366,5354,17.351512887560702,81,54,2024-11-15 15:15:46,同花顺涨跌分布
2024-11-18,1165,66,4120,5351,21.77163147075313,90,101,2024-11-18 15:33:31,同花顺涨跌分布
2024-11-19,4516,61,777,5354,84.34815091520359,103,35,2024-11-19 15:27:01,同花顺涨跌分布
2024-11-20,4572,73,713,5358,85.33034714445688,178,6,2024-11-20 15:00:16,同花顺涨跌分布
2024-11-21,2563,150,2645,5358,47.83501306457634,125,12,2024-11-21 15:00:17,同花顺涨跌分布
2024-11-22,429,14,4917,5360,8.003731343283583,78,17,2024-11-22 15:26:16,同花顺涨跌分布
2024-11-25,3734,88,1537,5359,69.67717857809292,170,26,2024-11-25 15:00:16,同花顺涨跌分布
2024-11-26,1536,117,3707,5360,28.65671641791045,106,65,2024-11-26 15:00:16,同花顺涨跌分布
2024-11-27,4329,116,914,5359,80.77999626796044,108,22,2024-11-27 15:22:46,同花顺涨跌分布
2024-11-28,2530,128,2699,5357,47.22792607802874,113,7,2024-11-28 15:10:46,同花顺涨跌分布
2024-11-29,4290,142,931,5363,79.99254148797314,144,11,2024-11-29 15:00:16,同花顺涨跌分布
2024-12-02,4644,58,659,5361,86.62562954672636,185,6,2024-12-02 15:07:02,同花顺涨跌分布
2024-12-03,2448,193,2720,5361,45.66312255176273,134,6,2024-12-03 15:00:16,同花顺涨跌分布
2024-12-04,981,41,4339,5361,18.2988248461108,97,19,2024-12-04 15:00:16,同花顺涨跌分布
2024-12-05,3823,135,1407,5365,71.25815470643056,142,11,2024-12-05 15:00:16,同花顺涨跌分布
2024-12-06,3635,80,1648,5363,67.77922804400522,134,6,2024-12-06 15:00:16,同花顺涨跌分布
2024-12-09,2040,105,3216,5361,38.05260212646894,118,27,2024-12-09 15:06:01,同花顺涨跌分布
2024-12-10,2890,194,2280,5364,53.877703206562266,119,6,2024-12-10 15:17:46,同花顺涨跌分布
2024-12-11,3853,91,1421,5365,71.81733457595526,156,11,2024-12-11 15:00:16,同花顺涨跌分布
2024-12-12,3536,113,1717,5366,65.89638464405516,155,7,2024-12-12 15:34:31,同花顺涨跌分布
2024-12-13,920,35,4410,5365,17.148182665424045,100,17,2024-12-13 15:00:16,同花顺涨跌分布
2024-12-16,1768,123,3478,5369,32.92978208232446,115,30,2024-12-16 15:25:31,同花顺涨跌分布
2024-12-17,553,19,4794,5366,10.3056280283265,31,162,2024-12-17 15:00:16,同花顺涨跌分布
2024-12-18,2801,209,2358,5368,52.1795827123696,108,15,2024-12-18 15:36:01,同花顺涨跌分布
2024-12-19,2422,145,2800,5367,45.1276318241103,81,25,2024-12-19 15:00:16,同花顺涨跌分布
2024-12-20,3555,153,1664,5372,66.17647058823529,98,16,2024-12-20 15:00:16,同花顺涨跌分布
2024-12-23,555,20,4795,5370,10.335195530726256,33,207,2024-12-23 15:30:16,同花顺涨跌分布
2024-12-24,3913,112,1345,5370,72.86778398510242,83,37,2024-12-24 15:00:16,同花顺涨跌分布
2024-12-25,910,57,4400,5367,16.955468604434508,46,62,2024-12-25 15:06:02,同花顺涨跌分布
2024-12-26,3648,202,1521,5371,67.92031279091417,107,9,2024-12-26 15:00:16,同花顺涨跌分布
2024-12-27,3546,92,1731,5369,66.04581858819148,79,13,2024-12-27 15:00:16,同花顺涨跌分布
2024-12-30,1322,88,3956,5366,24.63660081997764,54,20,2024-12-30 15:27:01,同花顺涨跌分布
2024-12-31,705,45,4619,5369,13.13093685975042,57,30,2024-12-31 15:00:16,同花顺涨跌分布
2025-01-02,925,60,4383,5368,17.231743666169898,67,32,2025-01-02 15:00:16,同花顺涨跌分布
2025-01-03,615,30,4726,5371,11.450381679389311,55,111,2025-01-03 15:00:16,同花顺涨跌分布
2025-01-06,2292,145,2932,5369,42.68951387595455,68,91,2025-01-06 15:32:46,同花顺涨跌分布
2025-01-07,4393,77,902,5372,81.7758749069248,104,18,2025-01-07 15:31:46,同花顺涨跌分布
2025-01-08,1978,144,3250,5372,36.82055100521221,74,9,2025-01-08 15:00:16,同花顺涨跌分布
2025-01-09,2728,186,2459,5373,50.77238042062162,97,11,2025-01-09 15:00:16,同花顺涨跌分布
2025-01-10,534,38,4802,5374,9.936732415333086,44,52,2025-01-10 15:00:16,同花顺涨跌分布
2025-01-13,3007,186,2180,5373,55.96501023636702,52,41,2025-01-13 15:00:16,同花顺涨跌分布
2025-01-14,5333,5,38,5376,99.2001488095238,157,3,2025-01-14 15:31:46,同花顺涨跌分布
2025-01-15,1666,158,3554,5378,30.978058757902566,81,10,2025-01-15 15:00:16,同花顺涨跌分布
2025-01-16,3368,194,1816,5378,62.62551134250651,84,7,2025-01-16 15:31:46,同花顺涨跌分布
2025-01-17,2619,223,2535,5377,48.7074576901618,65,16,2025-01-17 15:00:16,同花顺涨跌分布
2025-01-20,3617,172,1587,5376,67.28050595238095,80,26,2025-01-20 15:32:16,同花顺涨跌分布
2025-01-21,1985,136,3257,5378,36.90963183339531,52,27,2025-01-21 15:37:01,同花顺涨跌分布
2025-01-22,1032,89,4261,5382,19.175027870680044,48,26,2025-01-22 15:00:16,同花顺涨跌分布
2025-01-23,2334,254,2795,5383,43.35872190228497,46,29,2025-01-23 15:00:17,同花顺涨跌分布
2025-01-24,3956,199,1225,5380,73.53159851301115,74,29,2025-01-24 15:00:16,同花顺涨跌分布
2025-01-27,1816,143,3422,5381,33.748373908195504,45,48,2025-01-27 15:32:46,同花顺涨跌分布
2025-02-05,3433,100,1850,5383,63.774846739736205,83,45,2025-02-05 15:06:16,同花顺涨跌分布
2025-02-06,4801,112,471,5384,89.17161961367015,101,4,2025-02-06 15:00:16,同花顺涨跌分布
2025-02-07,4169,128,1088,5385,77.41875580315691,93,2,2025-02-07 15:00:16,同花顺涨跌分布
2025-02-10,4146,130,1110,5386,76.97734868176754,140,2,2025-02-10 15:00:17,同花顺涨跌分布
2025-02-11,1834,133,3418,5385,34.05756731662024,84,2,2025-02-11 15:00:17,同花顺涨跌分布
2025-02-12,3560,257,1568,5385,66.10956360259982,95,2,2025-02-12 15:00:16,同花顺涨跌分布
2025-02-13,1151,123,4112,5386,21.37021908652061,74,7,2025-02-13 15:29:02,同花顺涨跌分布
2025-02-14,2400,186,2799,5385,44.56824512534819,87,9,2025-02-14 15:00:16,同花顺涨跌分布
2025-02-17,3675,110,1604,5389,68.19447021710893,114,7,2025-02-17 15:00:16,同花顺涨跌分布
2025-02-18,731,31,4626,5388,13.567186340014848,53,21,2025-02-18 15:00:17,同花顺涨跌分布
2025-02-19,4645,152,591,5388,86.21009651076467,120,4,2025-02-19 15:00:16,同花顺涨跌分布
2025-02-20,3377,168,1842,5387,62.68795247818824,107,1,2025-02-20 15:30:31,同花顺涨跌分布
2025-02-21,2872,165,2352,5389,53.2937465206903,119,4,2025-02-21 15:00:16,同花顺涨跌分布
2025-02-24,2778,140,2468,5386,51.57816561455626,91,18,2025-02-24 15:00:17,同花顺涨跌分布
2025-02-25,1537,112,3735,5384,28.547548291233284,65,7,2025-02-25 15:32:02,同花顺涨跌分布
2025-02-26,4250,81,1054,5385,78.92293407613742,108,3,2025-02-26 15:00:17,同花顺涨跌分布
2025-02-27,2133,155,3095,5383,39.62474456622701,90,12,2025-02-27 15:00:16,同花顺涨跌分布
2025-02-28,570,40,4773,5383,10.588890953000185,56,47,2025-02-28 15:00:16,同花顺涨跌分布
2025-03-03,3223,192,1966,5381,59.89593012451218,70,34,2025-03-03 15:32:16,同花顺涨跌分布
2025-03-04,4050,161,1172,5383,75.23685677131711,88,13,2025-03-04 15:00:17,同花顺涨跌分布
2025-03-05,2358,140,2884,5382,43.812709030100336,70,6,2025-03-05 15:00:17,同花顺涨跌分布
2025-03-06,4275,131,974,5380,79.46096654275094,118,5,2025-03-06 15:00:16,同花顺涨跌分布
2025-03-07,1714,111,3556,5381,31.852815461810074,62,12,2025-03-07 15:00:16,同花顺涨跌分布
2025-03-10,3279,149,1953,5381,60.93662887939045,93,8,2025-03-10 15:00:16,同花顺涨跌分布
2025-03-11,2881,221,2282,5384,53.51040118870728,66,5,2025-03-11 15:00:16,同花顺涨跌分布
2025-03-12,2627,196,2560,5383,48.8017833921605,94,2,2025-03-12 15:00:16,同花顺涨跌分布
2025-03-13,1494,114,3777,5385,27.74373259052925,57,14,2025-03-13 15:00:16,同花顺涨跌分布
2025-03-14,4495,100,790,5385,83.47260909935005,96,6,2025-03-14 15:00:16,同花顺涨跌分布
2025-03-17,3146,172,2062,5380,58.47583643122677,84,11,2025-03-17 15:00:16,同花顺涨跌分布
2025-03-18,2985,203,2199,5387,55.41117505104882,78,11,2025-03-18 15:00:16,同花顺涨跌分布
2025-03-19,1493,136,3755,5384,27.73031203566122,56,8,2025-03-19 15:00:16,同花顺涨跌分布
2025-03-20,1980,184,3222,5386,36.76197549201634,73,7,2025-03-20 15:00:16,同花顺涨跌分布
2025-03-21,996,102,4289,5387,18.48895489140524,56,31,2025-03-21 15:06:02,同花顺涨跌分布
2025-03-24,1460,73,3854,5387,27.102283274549844,54,47,2025-03-24 15:00:16,同花顺涨跌分布
2025-03-25,2502,147,2741,5390,46.41929499072357,57,46,2025-03-25 15:00:17,同花顺涨跌分布
2025-03-26,3548,174,1669,5391,65.8133926915229,90,12,2025-03-26 15:32:46,同花顺涨跌分布
2025-03-27,1903,125,3364,5392,35.29302670623146,55,29,2025-03-27 15:00:16,同花顺涨跌分布
2025-03-28,942,97,4352,5391,17.473567056204786,35,33,2025-03-28 15:17:46,同花顺涨跌分布
2025-03-31,1295,71,4027,5393,24.01260893751159,41,43,2025-03-31 15:00:17,同花顺涨跌分布
2025-04-01,3854,132,1406,5392,71.47626112759644,65,19,2025-04-01 15:00:16,同花顺涨跌分布
2025-04-02,2758,206,2430,5394,51.13088616981831,48,19,2025-04-02 15:00:16,同花顺涨跌分布
2025-04-03,2075,161,3157,5393,38.47580196551085,59,30,2025-04-03 15:32:31,同花顺涨跌分布
2025-04-07,106,1,5284,5391,1.966240029679095,25,2902,2025-04-07 15:50:32,同花顺涨跌分布
2025-04-08,3299,46,2047,5392,61.183234421364986,127,168,2025-04-08 15:00:16,同花顺涨跌分布
2025-04-09,4529,86,780,5395,83.9481000926784,128,13,2025-04-09 15:00:16,同花顺涨跌分布
2025-04-10,4950,59,386,5395,91.7516218721038,174,2,2025-04-10 15:00:16,同花顺涨跌分布
2025-04-11,3292,189,1913,5394,61.03077493511309,104,11,2025-04-11 15:00:16,同花顺涨跌分布
2025-04-14,4552,84,757,5393,84.40571110699054,129,4,2025-04-14 15:00:17,同花顺涨跌分布
2025-04-15,2419,158,2814,5391,44.871081432016325,81,11,2025-04-15 15:00:16,同花顺涨跌分布
2025-04-16,1010,71,4314,5395,18.721037998146432,54,14,2025-04-16 15:00:16,同花顺涨跌分布
2025-04-17,3127,229,2039,5395,57.96107506950881,99,12,2025-04-17 15:34:46,同花顺涨跌分布
2025-04-18,2392,261,2741,5394,44.34556915090842,67,20,2025-04-18 15:00:16,同花顺涨跌分布
2025-04-21,4363,156,875,5394,80.88616981831665,114,23,2025-04-21 15:00:17,同花顺涨跌分布
2025-04-22,2532,190,2670,5392,46.95845697329376,93,24,2025-04-22 15:26:02,同花顺涨跌分布
2025-04-23,3185,159,2050,5394,59.047089358546536,72,34,2025-04-23 15:30:31,同花顺涨跌分布
2025-04-24,1545,155,3694,5394,28.64293659621802,64,35,2025-04-24 15:00:16,同花顺涨跌分布
2025-04-25,2832,190,2371,5393,52.51251622473577,76,34,2025-04-25 15:00:16,同花顺涨跌分布
2025-04-28,1216,61,4110,5387,22.572860590310007,48,77,2025-04-28 15:33:46,同花顺涨跌分布
2025-04-29,3557,130,1674,5361,66.34956164894609,73,57,2025-04-29 15:35:16,同花顺涨跌分布
2025-04-30,3443,147,1770,5360,64.23507462686567,99,39,2025-04-30 15:00:16,同花顺涨跌分布
2025-05-06,4962,45,379,5386,92.1277385815076,143,27,2025-05-06 15:33:31,同花顺涨跌分布
2025-05-07,3293,204,1891,5388,61.117297698589454,99,14,2025-05-07 15:13:31,同花顺涨跌分布
2025-05-08,3839,183,1367,5389,71.2377064390425,104,9,2025-05-08 15:00:16,同花顺涨跌分布
2025-05-09,1213,113,4063,5389,22.508814251252552,58,8,2025-05-09 15:00:16,同花顺涨跌分布
2025-05-12,4112,176,1101,5389,76.3035813694563,89,3,2025-05-12 15:00:17,同花顺涨跌分布
2025-05-13,1941,216,3234,5391,36.00445186421814,70,14,2025-05-13 15:00:17,同花顺涨跌分布
2025-05-14,2328,247,2816,5391,43.18308291597106,90,9,2025-05-14 15:00:16,同花顺涨跌分布
2025-05-15,1407,127,3856,5390,26.1038961038961,76,11,2025-05-15 15:00:16,同花顺涨跌分布
2025-05-16,3002,202,2187,5391,55.68540159525135,68,11,2025-05-16 15:00:16,同花顺涨跌分布
2025-05-19,3564,132,1692,5388,66.14699331848553,121,0,2025-05-19 15:00:17,同花顺涨跌分布
2025-05-20,3836,178,1380,5394,71.11605487578791,101,9,2025-05-20 15:00:17,同花顺涨跌分布
2025-05-21,1615,171,3604,5390,29.96289424860853,84,3,2025-05-21 15:00:16,同花顺涨跌分布
2025-05-22,887,48,4451,5386,16.468622354251764,50,17,2025-05-22 15:15:31,同花顺涨跌分布
2025-05-23,1107,77,4204,5388,20.5456570155902,51,20,2025-05-23 15:26:46,同花顺涨跌分布
2025-05-26,3797,156,1432,5385,70.51067780872795,85,4,2025-05-26 15:00:16,同花顺涨跌分布
2025-05-27,2637,172,2576,5385,48.969359331476326,95,5,2025-05-27 15:00:17,同花顺涨跌分布
2025-05-28,1751,152,3480,5383,32.52832992754969,75,9,2025-05-28 15:00:17,同花顺涨跌分布
2025-05-29,4472,83,831,5386,83.03007797994802,120,15,2025-05-29 15:33:16,同花顺涨跌分布
2025-05-30,1116,105,4163,5384,20.72808320950966,53,19,2025-05-30 15:00:16,同花顺涨跌分布
2025-06-03,3390,207,1783,5380,63.01115241635687,82,12,2025-06-03 15:32:16,同花顺涨跌分布
2025-06-04,3963,185,1238,5386,73.57965094689936,86,2,2025-06-04 15:00:17,同花顺涨跌分布
2025-06-05,2677,170,2541,5388,49.6844840386043,76,12,2025-06-05 15:00:16,同花顺涨跌分布
2025-06-06,2601,186,2604,5391,48.24707846410685,65,5,2025-06-06 15:00:16,同花顺涨跌分布
2025-06-09,4121,172,1094,5387,76.49897902357527,87,3,2025-06-09 15:32:16,同花顺涨跌分布
2025-06-10,1263,97,4035,5395,23.410565338276182,61,2,2025-06-10 15:00:18,同花顺涨跌分布
2025-06-11,3415,245,1738,5398,63.26417191552427,72,6,2025-06-11 15:00:17,同花顺涨跌分布
2025-06-12,2327,203,2868,5398,43.10855872545388,74,5,2025-06-12 15:00:17,同花顺涨跌分布
2025-06-13,849,72,4477,5398,15.72804742497221,63,15,2025-06-13 15:00:17,同花顺涨跌分布
2025-06-16,3559,200,1641,5400,65.9074074074074,73,6,2025-06-16 15:00:16,同花顺涨跌分布
2025-06-17,2250,235,2921,5406,41.620421753607104,61,9,2025-06-17 15:00:16,同花顺涨跌分布
2025-06-18,1813,114,3479,5406,33.53681095079541,49,13,2025-06-18 15:00:17,同花顺涨跌分布
2025-06-19,716,43,4646,5405,13.24699352451434,39,20,2025-06-19 15:00:16,同花顺涨跌分布
2025-06-20,1542,218,3647,5407,28.51858701683004,53,19,2025-06-20 15:00:17,同花顺涨跌分布
2025-06-23,4446,112,844,5402,82.30285079600148,84,1,2025-06-23 15:00:16,同花顺涨跌分布
2025-06-24,4771,57,578,5406,88.25379208287089,85,19,2025-06-24 15:19:31,同花顺涨跌分布
2025-06-25,3919,204,1284,5407,72.4801183650823,80,6,2025-06-25 15:11:46,同花顺涨跌分布
2025-06-26,1621,180,3609,5410,29.963031423290204,72,3,2025-06-26 15:30:31,同花顺涨跌分布
2025-06-27,3381,252,1772,5405,62.5531914893617,60,5,2025-06-27 15:34:16,同花顺涨跌分布
2025-06-30,4056,222,1127,5405,75.04162812210916,92,5,2025-06-30 15:32:46,同花顺涨跌分布
2025-07-01,2629,230,2545,5404,48.64914877868245,74,6,2025-07-01 15:00:16,同花顺涨跌分布
2025-07-02,1945,174,3284,5403,35.99851934110679,63,9,2025-07-02 15:00:17,同花顺涨跌分布
2025-07-03,3271,266,1866,5403,60.54044049602073,66,7,2025-07-03 15:00:16,同花顺涨跌分布
2025-07-04,1169,116,4120,5405,21.628122109158188,42,12,2025-07-04 15:00:16,同花顺涨跌分布
2025-07-07,3255,170,1978,5403,60.24430871737923,76,4,2025-07-07 15:00:16,同花顺涨跌分布
2025-07-08,4283,139,981,5403,79.27077549509531,75,7,2025-07-08 15:00:16,同花顺涨跌分布
2025-07-09,1856,223,3327,5406,34.3322234554199,61,6,2025-07-09 15:00:16,同花顺涨跌分布
2025-07-10,2947,180,2279,5406,54.51350351461339,69,14,2025-07-10 15:00:16,同花顺涨跌分布
2025-07-11,2960,243,2206,5409,54.72360880014791,68,13,2025-07-11 15:00:17,同花顺涨跌分布
2025-07-14,3179,165,2064,5408,58.78328402366864,72,18,2025-07-14 15:15:31,同花顺涨跌分布
2025-07-15,1332,59,4017,5408,24.6301775147929,49,25,2025-07-15 15:00:16,同花顺涨跌分布
2025-07-16,3277,201,1929,5407,60.6066210467912,67,8,2025-07-16 15:00:17,同花顺涨跌分布
2025-07-17,3536,261,1610,5407,65.39670797114852,66,6,2025-07-17 15:24:17,同花顺涨跌分布
2025-07-18,2603,236,2567,5406,48.15020347761747,52,3,2025-07-18 15:00:16,同花顺涨跌分布
2025-07-21,4005,108,1291,5404,74.11176905995559,129,5,2025-07-21 15:00:17,同花顺涨跌分布
2025-07-22,2540,138,2724,5402,47.019622362088114,112,9,2025-07-22 15:00:17,同花顺涨跌分布
2025-07-23,1271,108,4027,5406,23.51091379948205,56,10,2025-07-23 15:32:16,同花顺涨跌分布
2025-07-24,4391,100,914,5405,81.23959296947271,79,1,2025-07-24 15:00:16,同花顺涨跌分布
2025-07-25,2533,148,2726,5407,46.84668022933235,49,15,2025-07-25 15:17:31,同花顺涨跌分布
2025-07-28,2780,190,2438,5408,51.405325443786985,62,12,2025-07-28 15:00:16,同花顺涨跌分布
2025-07-29,2240,170,3002,5412,41.38950480413895,48,7,2025-07-29 15:00:16,同花顺涨跌分布
2025-07-30,1713,140,3559,5412,31.65188470066519,55,9,2025-07-30 15:00:17,同花顺涨跌分布
2025-07-31,1061,61,4287,5409,19.615455721944908,49,6,2025-07-31 15:00:16,同花顺涨跌分布
2025-08-01,3307,194,1909,5410,61.12754158964881,49,9,2025-08-01 15:00:17,同花顺涨跌分布
2025-08-04,3877,218,1312,5407,71.70334751248382,69,6,2025-08-04 15:00:17,同花顺涨跌分布
2025-08-05,3903,178,1327,5408,72.17085798816568,68,2,2025-08-05 15:16:03,同花顺涨跌分布
2025-08-06,3357,236,1817,5410,62.05175600739371,77,3,2025-08-06 15:30:46,同花顺涨跌分布
2025-08-07,2118,205,3086,5409,39.15696062118691,73,8,2025-08-07 15:00:17,同花顺涨跌分布
2025-08-08,2429,180,2802,5411,44.89003880983182,72,2,2025-08-08 15:00:16,同花顺涨跌分布
2025-08-11,4188,157,1068,5413,77.36929613892481,84,12,2025-08-11 15:00:16,同花顺涨跌分布
2025-08-12,2084,165,3167,5416,38.47858197932053,60,5,2025-08-12 15:23:46,同花顺涨跌分布
2025-08-13,2733,221,2458,5412,50.49889135254989,100,5,2025-08-13 15:00:16,同花顺涨跌分布
2025-08-14,735,30,4648,5413,13.578422316645112,52,15,2025-08-14 15:00:17,同花顺涨跌分布
2025-08-15,4625,143,644,5412,85.45824094604583,104,4,2025-08-15 15:32:01,同花顺涨跌分布
2025-08-18,4037,151,1222,5410,74.62107208872459,122,2,2025-08-18 15:32:01,同花顺涨跌分布
2025-08-19,2984,174,2255,5413,55.12654720118234,104,10,2025-08-19 15:02:46,同花顺涨跌分布
2025-08-20,3676,148,1587,5411,67.93568656440584,102,14,2025-08-20 15:31:47,同花顺涨跌分布
2025-08-21,2170,153,3091,5414,40.08127077946066,56,14,2025-08-21 15:00:31,同花顺涨跌分布
2025-08-22,2803,216,2396,5415,51.76361957525393,79,2,2025-08-22 15:01:02,同花顺涨跌分布
2025-08-25,3351,166,1898,5415,61.88365650969529,92,8,2025-08-25 15:01:32,同花顺涨跌分布
2025-08-26,2804,142,2470,5416,51.7725258493353,90,8,2025-08-26 15:05:01,同花顺涨跌分布
2025-08-27,633,20,4764,5417,11.685434742477389,47,14,2025-08-27 15:09:31,同花顺涨跌分布
2025-08-28,2868,147,2402,5417,52.94443418866531,66,9,2025-08-28 15:10:48,同花顺涨跌分布
2025-08-29,1997,108,3309,5414,36.88585149612117,76,12,2025-08-29 15:32:03,同花顺涨跌分布
2025-09-01,3208,120,2086,5414,59.25378647949759,122,7,2025-09-01 15:00:17,同花顺涨跌分布
2025-09-02,1259,100,4056,5415,23.25023084025854,54,25,2025-09-02 15:00:18,同花顺涨跌分布
2025-09-03,823,34,4560,5417,15.19291120546428,40,22,2025-09-03 15:32:16,同花顺涨跌分布
2025-09-04,2297,129,2990,5416,42.41137370753324,43,47,2025-09-04 15:31:46,同花顺涨跌分布
2025-09-05,4857,87,473,5417,89.66217463540706,107,7,2025-09-05 15:32:16,同花顺涨跌分布
2025-09-08,3957,112,1350,5419,73.0208525558221,85,7,2025-09-08 15:00:33,同花顺涨跌分布
2025-09-09,1299,110,4011,5420,23.96678966789668,63,7,2025-09-09 15:32:16,同花顺涨跌分布
2025-09-10,2442,211,2769,5422,45.038731095536704,63,5,2025-09-10 15:00:16,同花顺涨跌分布
2025-09-11,4221,153,1047,5421,77.86386275594909,94,6,2025-09-11 15:00:32,同花顺涨跌分布
2025-09-12,1926,125,3373,5424,35.508849557522126,74,7,2025-09-12 15:00:17,同花顺涨跌分布
2025-09-15,1916,131,3375,5422,35.337513832534114,81,11,2025-09-15 15:00:17,同花顺涨跌分布
2025-09-16,3629,104,1689,5422,66.93102176318702,88,7,2025-09-16 15:00:16,同花顺涨跌分布
2025-09-17,2504,160,2757,5421,46.19073971591957,80,4,2025-09-17 15:00:17,同花顺涨跌分布
2025-09-18,1027,43,4350,5420,18.948339483394832,64,8,2025-09-18 15:22:46,同花顺涨跌分布
2025-09-19,1910,108,3404,5422,35.22685355957211,59,26,2025-09-19 15:00:16,同花顺涨跌分布
2025-09-22,2175,90,3153,5418,40.14396456256921,73,12,2025-09-22 15:00:16,同花顺涨跌分布
2025-09-23,1108,50,4266,5424,20.42772861356932,53,24,2025-09-23 15:00:16,同花顺涨跌分布
2025-09-24,4458,111,853,5422,82.22058281077094,88,13,2025-09-24 15:00:18,同花顺涨跌分布
2025-09-25,1477,72,3877,5426,27.220788794692226,52,9,2025-09-25 15:00:17,同花顺涨跌分布
2025-09-26,1805,207,3414,5426,33.26575746406192,58,24,2025-09-26 15:00:16,同花顺涨跌分布
2025-09-29,3576,186,1658,5420,65.97785977859778,66,7,2025-09-29 15:00:16,同花顺涨跌分布
2025-09-30,2657,188,2578,5423,48.99502120597455,63,10,2025-09-30 15:00:18,同花顺涨跌分布
2025-10-09,3115,118,2186,5419,57.48293042996863,99,24,2025-10-09 15:00:16,同花顺涨跌分布
2025-10-10,2774,112,2536,5422,51.16193286610107,69,15,2025-10-10 15:00:17,同花顺涨跌分布
2025-10-13,1684,106,3634,5424,31.047197640118,73,10,2025-10-13 15:00:16,同花顺涨跌分布
2025-10-14,1734,136,3554,5424,31.96902654867257,45,8,2025-10-14 15:00:16,同花顺涨跌分布
2025-10-15,4333,141,950,5424,79.88569321533923,82,7,2025-10-15 15:00:16,同花顺涨跌分布
2025-10-16,1177,80,4171,5428,21.68386145910096,55,7,2025-10-16 15:05:46,同花顺涨跌分布
2025-10-17,602,46,4783,5431,11.084514822316333,44,28,2025-10-17 15:00:16,同花顺涨跌分布
2025-10-20,4064,113,1253,5430,74.84346224677716,95,6,2025-10-20 15:00:17,同花顺涨跌分布
2025-10-21,4628,72,729,5429,85.24590163934425,92,5,2025-10-21 15:30:32,同花顺涨跌分布
2025-10-22,2280,184,2965,5429,41.9966844722785,72,8,2025-10-22 15:00:16,同花顺涨跌分布
2025-10-23,2994,135,2302,5431,55.12796906647026,72,9,2025-10-23 15:00:16,同花顺涨跌分布
2025-10-24,3028,130,2274,5432,55.74374079528719,71,10,2025-10-24 15:00:16,同花顺涨跌分布
2025-10-27,3361,208,1862,5431,61.88547228871294,63,15,2025-10-27 15:00:16,同花顺涨跌分布
2025-10-28,2366,158,2908,5432,43.55670103092783,71,10,2025-10-28 15:23:46,同花顺涨跌分布
2025-10-29,2672,139,2621,5432,49.189985272459495,66,10,2025-10-29 15:00:16,同花顺涨跌分布
2025-10-30,1242,89,4100,5431,22.86871662677224,61,10,2025-10-30 15:00:16,同花顺涨跌分布
2025-10-31,3760,119,1553,5432,69.21944035346097,76,17,2025-10-31 15:00:16,同花顺涨跌分布
2025-11-03,3535,98,1801,5434,65.05336768494662,90,11,2025-11-03 15:30:17,同花顺涨跌分布
2025-11-04,1630,154,3650,5434,29.99631947000368,67,8,2025-11-04 15:23:16,同花顺涨跌分布
2025-11-05,3380,149,1905,5434,62.20095693779905,83,7,2025-11-05 15:00:17,同花顺涨跌分布
2025-11-06,2880,166,2388,5434,52.99963194700037,72,17,2025-11-06 15:00:16,同花顺涨跌分布
2025-11-07,2101,173,3162,5436,38.64974245768948,63,8,2025-11-07 15:00:16,同花顺涨跌分布
2025-11-10,3376,106,1957,5439,62.070233498804924,92,10,2025-11-10 15:05:31,同花顺涨跌分布
2025-11-11,2785,150,2504,5439,51.204265489979775,82,6,2025-11-11 15:00:16,同花顺涨跌分布
2025-11-12,1758,120,3563,5441,32.31023708877045,77,10,2025-11-12 15:00:16,同花顺涨跌分布
2025-11-13,3952,150,1338,5440,72.6470588235294,104,0,2025-11-13 15:09:31,同花顺涨跌分布
2025-11-14,1961,154,3323,5438,36.06105185730048,89,9,2025-11-14 15:00:16,同花顺涨跌分布
2025-11-17,2584,127,2726,5437,47.52620930660291,100,10,2025-11-17 15:00:16,同花顺涨跌分布
2025-11-18,1277,57,4106,5440,23.47426470588235,62,36,2025-11-18 15:00:18,同花顺涨跌分布
2025-11-19,1200,67,4175,5442,22.05071664829107,64,33,2025-11-19 15:30:16,同花顺涨跌分布
2025-11-20,1453,138,3850,5441,26.704649880536667,49,20,2025-11-20 15:00:16,同花顺涨跌分布
2025-11-21,354,18,5072,5444,6.502571638501102,33,99,2025-11-21 15:00:16,同花顺涨跌分布
2025-11-24,4228,108,1104,5440,77.72058823529412,79,34,2025-11-24 15:00:16,同花顺涨跌分布
2025-11-25,4300,145,993,5438,79.07318867230599,95,5,2025-11-25 15:00:16,同花顺涨跌分布
2025-11-26,1692,149,3593,5434,31.13728376886272,76,6,2025-11-26 15:00:31,同花顺涨跌分布
2025-11-27,2790,197,2447,5434,51.343393448656606,63,14,2025-11-27 15:00:16,同花顺涨跌分布
2025-11-28,4122,118,1193,5433,75.86968525676421,81,6,2025-11-28 15:00:16,同花顺涨跌分布
2025-12-01,3398,162,1872,5432,62.55522827687776,76,7,2025-12-01 15:00:17,同花顺涨跌分布
2025-12-02,1544,152,3740,5436,28.403237674760856,54,7,2025-12-02 15:20:16,同花顺涨跌分布
2025-12-03,1443,123,3876,5442,26.51598676957001,54,14,2025-12-03 15:00:16,同花顺涨跌分布
2025-12-04,1455,107,3878,5440,26.746323529411764,39,26,2025-12-04 15:00:16,同花顺涨跌分布
